system:index,BIOME_NAME,GIS_AREA,GOV_TYPE,IUCN_CAT,ORIG_NAME,OWN_TYPE,STATUS_YR,WDPA_PID,band_name,boundary_x_count,boundary_x_mean,boundary_x_stdDev,buffer_x_count,buffer_x_mean,buffer_x_stdDev,gHM,year,.geo
3,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b04,6383,0.9539496698823822,0.7519750366822658,46262,0.8836132761282437,0.720857667160281,0.018297615896897,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,NDVI,6383,0.00011145330176404862,8.79873405081463e-05,46262,0.00012304083744333255,9.01390648811228e-05,0.018297615896897,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,BSI,6383,6.764138916059613e-05,4.594177621007067e-05,46262,7.512845509897974e-05,4.997961576717684e-05,0.018297615896897,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b01,6383,1.084015589981828,0.9165025026962744,46262,0.9858976386959838,0.8489410967156262,0.018297615896897,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b02,6383,0.9353627866292634,0.7495675155806997,46262,0.8400131112159738,0.679868487239931,0.018297615896897,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b03,6383,1.0148621696962083,0.8484712113835149,46262,0.9578362115740632,0.8120190574615894,0.018297615896897,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b04,6383,1.0574114061060014,0.9040188520818656,46262,0.969215737802595,0.8458782485397075,0.018297615896897,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,NDVI,6383,0.00012119948968220311,9.73465901723566e-05,46262,0.00013725839609266533,0.00010236205906587857,0.018297615896897,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,BSI,6383,7.385675767309819e-05,5.0011353272297896e-05,46262,8.211354312879261e-05,5.281449488204915e-05,0.018297615896897,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b01,6383,1.2234481181823278,0.9529781822050116,46262,1.2031381353635693,0.9534295994390956,0.018297615896897,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b02,6383,1.0704656210223074,0.7945181423492587,46262,1.037029754314417,0.7785198681105638,0.018297615896897,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b03,6383,1.1171525089112817,0.8706726806790259,46262,1.1178509034895974,0.8747177752427792,0.018297615896897,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b04,6383,1.1906880205849748,0.9364579052729508,46262,1.1756195076797569,0.9370656404455128,0.018297615896897,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,NDVI,6383,0.00010021077448844124,8.719873336479943e-05,46262,0.00011521755429132006,9.079548298082386e-05,0.018297615896897,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,BSI,6383,5.8723229991626025e-05,4.428196652828794e-05,46262,6.541543290898273e-05,4.793717565130956e-05,0.018297615896897,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b01,6383,1.1787718796658138,0.8402979586702687,46262,1.1919375946651385,0.8548925210401518,0.018297615896897,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b02,6383,1.0209569903599864,0.7147752974434725,46262,1.0255868348781827,0.7144964134015387,0.018297615896897,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b03,6383,1.0725476938664924,0.7537023172951534,46262,1.103836308217257,0.7753662251304335,0.018297615896897,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b04,6383,1.1502723285763246,0.8175320087787578,46262,1.1647823729881688,0.8337578649048624,0.018297615896897,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,NDVI,6383,0.00010055045518183027,8.316852655005845e-05,46262,0.0001159551570091454,8.870715252314364e-05,0.018297615896897,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,BSI,6383,5.6815355927156736e-05,4.115392688024832e-05,46262,6.301988874536948e-05,4.381111859957007e-05,0.018297615896897,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b01,6383,1.20163408033037,0.8934223346236868,46262,1.2143821242605677,0.9102532118704416,0.018297615896897,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b02,6383,1.0586697017793838,0.7714801608712184,46262,1.0539701513349538,0.7712658227029119,0.018297615896897,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b03,6383,1.103483756172006,0.8169970699968816,46262,1.1352124796251175,0.8376387168932216,0.018297615896897,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b04,6383,1.1664109366093958,0.8715335601882832,46262,1.182410785677249,0.8871335006655333,0.018297615896897,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,NDVI,6383,9.408341430871142e-05,7.463695096610246e-05,46262,0.00010818921528267472,8.013642468885489e-05,0.018297615896897,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,BSI,6383,5.381271132906806e-05,3.964759892289858e-05,46262,5.880235895048316e-05,4.154320395092166e-05,0.018297615896897,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b01,6383,1.1523959720279535,0.8827602470858293,46262,1.183542923411628,0.8897245980876072,0.018297615896897,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b02,6383,1.0138885711712975,0.7590578732324379,46262,1.0180242736534308,0.755201161729816,0.018297615896897,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b03,6383,1.0501766548514757,0.7918081948438005,46262,1.0951239879943422,0.804513284423265,0.018297615896897,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b04,6383,1.1136118162151858,0.8577063821782422,46262,1.1472711693654802,0.8624617963950574,0.018297615896897,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,NDVI,6383,0.00010202823278546052,8.656446838089918e-05,46262,0.00011857146470681848,9.110411136294652e-05,0.018297615896897,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,BSI,6383,5.9876544620555936e-05,4.404516080496943e-05,46262,6.625799385377304e-05,4.695020032036767e-05,0.018297615896897,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b01,6383,1.0273752850903914,0.8016317094905704,46262,0.9924003717948316,0.7883004100596619,0.018297615896897,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b02,6383,0.8859477195042982,0.6624600273869907,46262,0.8362352711384597,0.6474789405150119,0.018297615896897,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b03,6383,0.97574117496043,0.737726410290005,46262,0.9612004440654408,0.7449355851241939,0.018297615896897,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b04,6383,1.0009723654075,0.7828807637505563,46262,0.9714456216261406,0.7758506830235242,0.018297615896897,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,NDVI,6383,0.000110378569035626,9.098646408529984e-05,46262,0.00012654526497595328,9.487784598171774e-05,0.018297615896897,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,BSI,6383,6.694151693412321e-05,5.0291405905730594e-05,46262,7.651399329824242e-05,5.394031426667116e-05,0.018297615896897,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b01,6383,1.2350243178506797,0.942927178625695,46262,1.2347692760783728,0.9314320651590128,0.018297615896897,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b02,6383,1.0768548166139336,0.8105448529574935,46262,1.0620737587268867,0.7926159585749039,0.018297615896897,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b03,6383,1.1380505206043183,0.864302406313275,46262,1.1579357519277194,0.8583737757342177,0.018297615896897,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b04,6383,1.2050622364457118,0.9185751584534018,46262,1.207836862167348,0.9091052170509136,0.018297615896897,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,NDVI,6383,0.00010194616042242094,8.632423295519314e-05,46262,0.0001194316268916451,9.170752813687503e-05,0.018297615896897,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,BSI,6383,5.958338794543326e-05,4.3881554022352e-05,46262,6.809119432867882e-05,4.748952075864621e-05,0.018297615896897,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b01,6383,2.108220180148424,1.5004346750157418,46262,2.0649363541990504,1.5176107880243233,0.018297615896897,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b02,6383,2.1118889559155174,1.494313613290534,46262,2.0685632123109823,1.513661368385247,0.018297615896897,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b03,6383,1.8181833412370332,1.2676488531629189,46262,1.79794119375081,1.2844482778614894,0.018297615896897,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,sur_refl_b04,6383,2.029013091942992,1.4329279024734325,46262,1.992399841681618,1.4496559360994876,0.018297615896897,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,NDVI,6383,6.610608319943178e-05,4.778674369096288e-05,46262,7.287849402580157e-05,5.328581570616696e-05,0.018297615896897,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,Temperate Conifer Forests,8905.15167170484,Not Reported,Not Applicable,Parc national de Yellowstone,Not Reported,1978,2013,BSI,6383,5.050368446932306e-05,3.490578442255909e-05,46262,5.307406940685363e-05,3.711864419782987e-05,0.018297615896897,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b01,7402,0.0731472403193603,0.054561342126514,53385,0.0732544924397037,0.0546330127995916,0.1846013658358379,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b02,7402,0.1589896747958326,0.1079197804734615,53385,0.1586978921809718,0.1132784500174246,0.1846013658358379,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b03,7402,0.0366247783637304,0.0280579861958281,53385,0.0361760128703824,0.0268303167147826,0.1846013658358379,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b04,7402,0.0532709307995419,0.0389036140510651,53385,0.0523143678171905,0.0378781151516606,0.1846013658358379,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,NDVI,7402,3.595809348005608e-05,2.726767168806197e-05,53385,3.462176887486722e-05,2.4451540227437105e-05,0.1846013658358379,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,BSI,7402,4.968836331179957e-05,3.809222202773557e-05,53385,4.61778508985254e-05,3.4507506782132264e-05,0.1846013658358379,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b01,7402,0.0928639571203917,0.0657724728644539,53385,0.0922403373383229,0.0660087266082424,0.1846013658358379,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b02,7402,0.1615727491615773,0.1149340886365299,53385,0.1614893324612774,0.1193917366471246,0.1846013658358379,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b03,7402,0.0468900672444505,0.0353516666101661,53385,0.0457068557754927,0.0334368539475088,0.1846013658358379,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b04,7402,0.0635451198697438,0.0451248298680325,53385,0.0619707562171245,0.0449456188993973,0.1846013658358379,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,NDVI,7402,4.285232745595712e-05,3.0214185917990664e-05,53385,4.130426520470527e-05,2.7966030965758115e-05,0.1846013658358379,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,BSI,7402,4.979870340675786e-05,3.6855250575599006e-05,53385,4.686915080526048e-05,3.4568809464211655e-05,0.1846013658358379,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b01,7402,0.0891705033013158,0.0673518871517368,53385,0.0877164777285387,0.0652739745789636,0.1846013658358379,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b02,7402,0.1510918479545303,0.1089127533342555,53385,0.1483959824379785,0.1136642362570163,0.1846013658358379,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b03,7402,0.044021661032715,0.0352584413363113,53385,0.0430618004933398,0.0323461156770385,0.1846013658358379,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b04,7402,0.0600841650606027,0.0468852204909636,53385,0.0587735833045934,0.0451110161200843,0.1846013658358379,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,NDVI,7402,3.9771020078880686e-05,3.0436448677925235e-05,53385,3.787535138776479e-05,2.7194986615731747e-05,0.1846013658358379,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,BSI,7402,4.9039546976614646e-05,3.968775617990447e-05,53385,4.504584627585234e-05,3.588702952074939e-05,0.1846013658358379,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b01,7402,0.0933283223326487,0.0709293029023413,53385,0.0918292812476843,0.0678882553109116,0.1846013658358379,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b02,7402,0.1602791436686678,0.1173054493575523,53385,0.1571685211654874,0.120604883165288,0.1846013658358379,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b03,7402,0.0470243304253966,0.03765551451763,53385,0.045563839755436,0.0343012177142312,0.1846013658358379,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b04,7402,0.0663335510159705,0.0528201083821837,53385,0.06541775695981,0.0499401791096494,0.1846013658358379,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,NDVI,7402,3.876024533909124e-05,2.8056184401421908e-05,53385,3.7002425027184985e-05,2.630745982549894e-05,0.1846013658358379,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,BSI,7402,4.5974789916901336e-05,3.687825825934144e-05,53385,4.276256832857281e-05,3.4144455696599545e-05,0.1846013658358379,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b01,7402,0.0913037763621403,0.0711503020382193,53385,0.0918849605327104,0.0707213136383955,0.1846013658358379,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b02,7402,0.1525976846662446,0.1078784034856603,53385,0.1504057701577566,0.1134886558669993,0.1846013658358379,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b03,7402,0.0450914499753763,0.0371528793121583,53385,0.0447327866782516,0.0345681613908985,0.1846013658358379,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b04,7402,0.0605813909380035,0.0492035668368576,53385,0.0606433875972432,0.0474202893322481,0.1846013658358379,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,NDVI,7402,3.8954895243468e-05,3.004767833378459e-05,53385,3.657151067766924e-05,2.7439708629692475e-05,0.1846013658358379,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,BSI,7402,4.812648833469327e-05,3.990011002119432e-05,53385,4.339033309676344e-05,3.608029102037803e-05,0.1846013658358379,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b01,7402,0.1016780945309705,0.074651221621103,53385,0.0987667078754299,0.0706963411633323,0.1846013658358379,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b02,7402,0.1706486403154758,0.1214593352498318,53385,0.1613219952018074,0.1168010077742633,0.1846013658358379,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b03,7402,0.051386903999884,0.0376975527570115,53385,0.0487711164512275,0.0346317791922486,0.1846013658358379,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b04,7402,0.0619639173800386,0.0464539664777974,53385,0.0608430293392827,0.0453161410863669,0.1846013658358379,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,NDVI,7402,4.111690792116559e-05,3.0094290639363467e-05,53385,3.9227174725305536e-05,2.7436998807700403e-05,0.1846013658358379,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,BSI,7402,4.914232089363324e-05,3.87756185458116e-05,53385,4.5094283101403565e-05,3.541751484703724e-05,0.1846013658358379,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b01,7402,0.0774012134110121,0.0565972718807132,53385,0.0780640618877288,0.0567135424520852,0.1846013658358379,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13123.0503012899,Federal or national ministry or agency,II,Serengeti National Park,Not Reported,1951,916,sur_refl_b02,7402,0.1565710205143625,0.1132054239572105,53385,0.1525379855939346,0.1099287105109167,0.1846013658358379,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
